session,480_551
rel_ts_us,len
0,66
31489,-66
31570,54
31975,1514
31975,749
65271,-54
65271,-308
65530,134
65712,146
65817,963
65843,606
97358,-54
97358,-54
97358,-54
97358,-54
97358,-357
99103,-125
99103,-1514
99103,-1514
99103,-319
99167,54
99401,85
116274,-1514
116274,-733
116330,54
122011,631
122073,633
131025,-60
153044,-60
154090,-1514
154090,-1514
154147,54
155376,-1514
155376,-1514
155402,54
157552,-1514
157552,-1514
157596,54
160091,-1514
160091,-1514
160117,54
162364,-1514
162364,-1514
162400,54
164026,-1514
164026,-1514
164056,54
166464,-1514
166464,-1514
166495,54
169337,-1514
169337,-1514
169355,54
171112,-1514
171112,-1514
171141,54
185353,-1514
185353,-1514
185408,54
186350,-1514
186350,-1514
186370,54
188029,-1514
189166,-1514
189193,54
190318,-1514
191111,-1514
191126,54
193227,-1514
193227,-1514
193245,54
195125,-1514
195125,-1514
195156,54
197116,-1514
197116,-1514
197136,54
199066,-1514
199066,-1514
199081,54
202405,-1514
202405,-1514
202448,54
204527,-1514
204527,-1514
204557,54
204951,-1514
204951,-1514
205011,54
207089,-1514
207089,-1514
207119,54
209196,-1514
209196,-1514
209218,54
211103,-1514
211103,-1514
211121,54
213313,-1514
213313,-1514
213337,54
215389,-1514
215389,-1514
215410,54
217917,-1514
217917,-1514
217945,54
218225,-1514
218225,-1514
218254,54
219346,-1514
219346,-1514
219377,54
221032,-1514
221032,-1514
221032,-1514
221032,-1514
221061,54
223587,-1514
223587,-1514
223616,54
224366,-1514
224366,-1514
224397,54
225444,-1514
225444,-1514
225473,54
226276,-1514
226276,-1514
226303,54
227163,-1514
227163,-1514
227192,54
229377,-1514
229377,-1514
229408,54
230160,-1514
230160,-1514
230191,54
232477,-1514
232477,-1514
232477,-1514
232477,-1514
232512,54
233480,-1514
233480,-1514
233510,54
236227,-1514
236227,-1514
236227,-1514
236227,-1514
236258,54
238059,-1514
238059,-1514
238091,54
240354,-1514
240354,-1514
240354,-1514
240354,-1514
240385,54
241429,-1514
242900,-1514
242900,-1514
242900,-1514
242929,54
243497,-1514
243497,-1514
243527,54
243769,-1514
244358,-1514
244383,54
245523,-1514
245523,-1514
245555,54
246359,-1514
246359,-1514
246390,54
247429,-1514
247429,-1514
247457,54
248436,-1514
248436,-1514
248465,54
249227,-1514
249227,-1514
