session,720_401
rel_ts_us,len
0,66
29396,-66
29475,54
29851,1514
29851,334
58706,-54
59759,-1514
59759,-1514
59759,-520
59829,54
60231,134
60354,146
60458,967
88897,-54
88897,-54
88897,-357
88897,-357
88897,-125
88897,-54
88966,54
89122,85
117585,-54
333723,-1514
333723,-533
333908,54
350551,636
382934,-60
385793,-1514
385793,-1514
385793,-1514
385793,-1514
385895,54
387752,-1514
387752,-989
387836,54
388260,-1514
388260,-1514
388352,54
389964,-1514
393203,-1514
393246,54
395504,-1514
397600,-1514
397600,-1514
397600,-1514
397645,54
398398,-1514
398650,-1514
398685,54
400223,-1514
400223,-1514
400256,54
421049,-1514
421049,-1514
421049,-1514
421049,-1514
421180,54
424314,-1514
424314,-1514
424408,54
426067,-1514
426067,-1514
426161,54
427125,-1514
427125,-1514
427125,-1514
427125,-1514
427215,54
427358,-1514
427358,-1514
427459,54
429550,-1514
429550,-1514
429771,54
429976,-1514
429976,-1514
430126,54
431305,-1514
431305,-1514
431370,54
433296,-1514
433296,-1514
433380,54
435544,-1514
435544,-1514
435606,54
440882,-1514
440882,-1514
440882,-1514
440882,-1514
440950,54
441829,-1514
441829,-1514
441891,54
444145,-1514
444145,-1514
444202,54
448465,-1514
448465,-1514
448499,54
449777,-1514
449777,-1514
449807,54
451648,-1514
451648,-1514
451722,54
453264,-1514
453264,-1514
453345,54
453488,-1514
453488,-1514
453526,54
456378,-1514
456378,-1514
456378,-1514
456378,-1514
456467,54
457623,-1514
457623,-1514
457671,54
458452,-1514
459571,-1514
459651,54
460478,-1514
460478,-1514
460537,54
461470,-1514
461470,-1514
461519,54
462565,-1514
462565,-1514
462618,54
463835,-1514
463835,-1514
463908,54
464934,-1514
466514,-1514
466514,-1514
466514,-1514
466607,54
468004,-1514
468004,-1514
468057,54
468891,-1514
468891,-1514
468940,54
469812,-1514
469812,-1514
469850,54
470673,-1514
470673,-1514
470709,54
471892,-1514
471892,-1514
471959,54
472797,-1514
472797,-1514
472841,54
474432,-1514
474432,-1514
474521,54
475410,-1514
475410,-1514
475490,54
476343,-1514
476343,-1514
476379,54
477580,-1514
477580,-1514
477670,54
478524,-1514
478524,-1514
478576,54
479360,-1514
479360,-1514
479360,-1514
479360,-1514
479410,54
480434,-1514
480434,-1514
480485,54
481573,-1514
481573,-1514
481651,54
