session,480_351
rel_ts_us,len
0,1292
35,1292
180,121
1768,-82
2035,-1292
2035,-1292
2035,-1292
2035,-1292
2035,-1279
2231,81
2614,206
2779,1288
2793,1288
2800,1095
3733,-572
3733,-158
3836,74
4033,-65
4125,-69
5187,-627
5303,77
6318,-1288
6353,-1292
6353,-1292
6353,-1292
6353,-1292
6353,-1066
6353,-1287
6423,73
6443,-1292
6443,-1292
6443,-1292
6454,73
6476,73
6500,73
6501,-1292
6501,-1292
6501,-1292
6501,-1292
6501,-1292
6501,-1292
6501,-1292
6501,-1292
6501,-1292
6501,-1292
6525,73
6543,-1292
6543,-1292
6543,-1292
6547,73
6543,-1292
6543,-1292
6543,-1292
6543,-1292
6543,-1292
6543,-1292
6543,-1292
6571,73
6583,-1292
6583,-1292
6583,-1292
6583,-1292
6583,-1292
6583,-1292
6583,-1292
6583,-1292
6592,73
6619,73
6639,73
6661,73
6682,73
6703,73
6726,73
6748,73
6770,73
6913,73
6938,73
6960,73
7636,-1292
7636,-1292
7636,-1292
7636,-1292
7636,-1292
7636,-1292
7636,-1292
7636,-1292
7674,-1292
7674,-1292
7674,-1292
7674,-1292
7674,-1292
7674,-1292
7674,-1292
7674,-1292
7674,-1292
7674,-1292
7710,78
7737,73
7739,-1292
7739,-1292
7739,-1292
7739,-703
7739,-1285
7739,-1292
7739,-1292
7739,-1292
7739,-1292
7739,-1292
7759,73
7773,-1292
7773,-1292
7773,-1292
7773,-1292
7773,-1292
7782,73
7804,73
7824,73
7844,74
7867,74
7888,74
7910,74
7931,74
7954,74
7975,75
8004,75
8037,75
8059,75
8484,-1292
8484,-1292
8484,-1292
8484,-1292
8484,-1292
8484,-1292
8532,-1292
8532,-1292
8532,-1292
8532,-1292
8532,-1292
8532,-1292
8532,-1292
8532,-1292
8532,-1292
8532,-1292
8548,75
8574,-1292
8574,-1292
8576,75
8574,-1292
8574,-1292
8574,-1292
8574,-1292
8574,-1292
8574,-1292
8574,-1292
8574,-1292
8601,75
8619,-1292
8619,-1292
8619,-1292
8619,-1292
8623,75
8619,-1292
8619,-1292
8619,-1292
8619,-1292
8619,-1292
8619,-1292
8650,80
8657,-1292
8657,-1292
8657,-1292
8657,-1292
8657,-1292
8657,-1292
8675,75
8696,75
8716,75
8738,75
8758,75
8780,75
8801,75
8897,75
9636,-1292
9636,-1292
9636,-1292
9636,-1292
9636,-1292
9636,-1292
9636,-1292
9636,-1292
9691,-1292
9691,-1292
9691,-1292
9691,-1292
9691,-1292
9691,-1292
9691,-1292
9691,-1292
9691,-1292
9691,-1292
9708,74
9728,-1292
9728,-1292
9728,-1292
9728,-1292
9728,-1292
9728,-1292
9728,-1292
9728,-1292
9728,-1292
9728,-1292
9764,-1292
9764,-1292
9764,-1292
9764,-1292
9764,-1292
9764,-1292
9764,-1292
9764,-1292
9764,-1292
9764,-1292
9772,74
9796,-1292
9832,74
9796,-1292
9911,75
10799,-1292
10799,-1292
10799,-1292
10799,-1292
10799,-1292
10799,-1292
10799,-1292
10799,-1292
10799,-1292
10799,-1292
10837,-1292
10837,-1292
10837,-1292
10837,-1292
10837,-1292
10837,-1292
10837,-1292
10837,-1292
10837,-1292
10837,-1292
10868,74
10873,-1292
10873,-1292
10873,-1292
10873,-1292
10873,-1292
10873,-1292
10873,-1292
10873,-1292
10873,-1292
10873,-1292
10913,-1292
10913,-1292
10913,-1292
10913,-1292
10913,-1292
10913,-1292
10913,-1292
10913,-1292
10913,-1292
10913,-1292
10933,74
10940,-1292
10940,-1292
11003,74
11081,75
11209,75
11958,-1292
11958,-1292
11958,-1292
11958,-1292
12058,-1292
12058,-1292
12058,-1292
12058,-1292
12058,-1292
12058,-1292
12058,-1292
12058,-1292
12058,-1292
12058,-1292
12095,-1292
12095,-1292
12095,-1292
12131,75
12095,-1292
12095,-1292
12095,-1292
12095,-1292
12095,-1292
12095,-1292
12095,-1292
12174,-1292
12174,-1292
12174,-1292
12174,-1292
12174,-1292
12174,-1292
12174,-1292
12174,-1292
12174,-1292
12174,-1292
12193,75
12207,-1292
12207,-1292
12207,-1292
12207,-1292
12207,-1292
12207,-1292
12207,-1292
12207,-1292
12207,-1292
12207,-1292
12244,-1292
12244,-1292
12244,-1282
12244,-1285
12244,-1292
12244,-1292
12244,-1292
12244,-1292
12244,-1292
12244,-1292
12255,80
12284,-1292
12284,-1292
12284,-1292
12284,-1292
12284,-1292
12284,-1292
12284,-1292
12284,-1292
12284,-1292
12284,-1292
12318,-1292
12318,-1292
12318,-1292
12318,-1292
12318,-1292
12318,-1292
12318,-1292
12318,-1292
12318,-1292
12318,-1292
12350,-1292
12350,-1292
12350,-1292
12350,-1292
12350,-1292
12350,-1292
12398,75
12459,75
12549,75
12606,75
12635,-1292
12635,-1292
12635,-1292
12635,-1292
12635,-1292
12635,-1292
12703,-1292
12703,-1292
12703,-1292
12703,-1292
12703,-1292
12703,-1292
12703,-1292
12703,-1292
12703,-1292
12703,-1292
12732,75
12738,-1292
12738,-1292
12738,-1292
12738,-1292
12738,-1292
12738,-1292
12738,-1292
12738,-1292
12738,-1292
12738,-1292
12777,-1292
12777,-1292
12777,-1292
12777,-1292
12777,-1292
12777,-1292
12777,-1292
12777,-1292
12777,-1292
12777,-1292
12789,75
12811,-1292
12811,-1292
12811,-1292
12811,-1292
12849,75
12968,75
13043,75
13498,-1292
13498,-1292
13498,-1292
13498,-1292
13547,-1292
13547,-1292
13547,-1292
13547,-1292
13547,-1292
13547,-1292
13547,-1292
13547,-1292
13547,-1292
13547,-1292
13605,-1292
13605,-1292
13605,-1292
13605,-1292
13605,-1292
13605,-1292
13605,-1292
13605,-1292
13605,-1292
13605,-1292
13643,75
13641,-1292
13641,-1292
13641,-1292
13641,-1292
13641,-1292
13641,-1292
13641,-1292
13641,-1292
13641,-1292
13641,-1292
13680,-1292
13680,-1292
13680,-1292
13680,-1292
13680,-1292
13680,-1292
13708,75
13766,75
13894,75
14058,-1292
14058,-1292
14058,-1292
14058,-1292
14058,-1292
14058,-1292
14058,-1292
14058,-1292
14058,-1292
14058,-1292
14109,-1292
14109,-1292
14109,-1292
14109,-1292
14109,-1292
14109,-1292
14109,-909
14109,-1285
14109,-1292
14109,-1292
14142,-1292
14142,-1292
14142,-1292
14142,-1292
14142,-1292
14142,-1292
14142,-1292
14142,-1292
14142,-1292
14142,-1292
14155,75
14190,-1292
14190,-1292
14190,-1292
14190,-1292
14216,75
14190,-1292
14190,-1292
14190,-1292
14190,-1292
14190,-1292
14190,-1292
14248,-1292
14248,-1292
14248,-1292
14248,-997
14248,-1285
14248,-1292
14248,-1292
14248,-1292
14248,-1292
14248,-1292
14278,75
14283,-1292
14283,-1292
14283,-1292
14283,-1292
14283,-1292
14283,-1292
14283,-1292
14283,-1292
14283,-1292
14283,-1292
14322,-1292
14322,-1292
14322,-1292
14322,-1292
14322,-1292
14322,-1292
14322,-1292
14322,-1292
14322,-1292
14322,-1292
14359,-1292
14359,-1292
14359,-1292
14359,-1292
14359,-1292
14359,-1292
14359,-1292
14359,-1292
14359,-1292
14359,-1292
14413,-1292
14413,-1292
14413,-1292
14413,-1292
14413,-1292
14413,-1292
14413,-1292
14413,-1292
14413,-1292
14413,-1292
14427,75
14487,75
14556,75
14705,80
14766,75
14824,75
14905,-1292
14905,-1292
14905,-1292
14905,-1292
14905,-1292
14905,-1292
14905,-1292
14905,-1292
14905,-1292
14905,-1292
14969,-1292
14969,-1292
14969,-1292
14969,-1292
14969,-1292
14969,-1292
14969,-1292
14969,-1292
14969,-1292
14969,-1292
15044,75
15106,75
15470,-1292
15519,-1292
15519,-1292
15519,-1292
15519,-1292
15519,-1292
15519,-1292
15519,-1292
15519,-1292
15519,-1292
15519,-1292
15556,-1292
15556,-1292
15556,-1292
15556,-1292
15556,-1292
15556,-1292
15556,-1292
15556,-1292
15556,-1292
15556,-1292
15590,-1292
15590,-1292
15590,-1292
15590,-1292
15590,-1292
15590,-1292
15590,-1292
15590,-1292
15590,-1292
15590,-1292
15599,75
15630,-1292
15630,-1292
15630,-1292
15630,-1292
15630,-1292
15630,-1292
15630,-1292
15630,-1292
15630,-1292
15630,-1292
15665,75
15690,-1292
15690,-1292
15690,-1292
15690,-1292
15690,-1292
15690,-1292
15690,-1292
15690,-1292
15690,-1292
15690,-1292
15724,75
15723,-1292
15723,-1292
15723,-1292
15723,-1292
15723,-1292
15723,-1292
15723,-1292
15723,-1292
15723,-1292
15723,-1292
15761,-1292
15761,-1292
15761,-1292
15761,-1292
15761,-1292
15761,-1292
15761,-1292
15761,-1292
15761,-1292
15761,-1292
15794,-1292
15794,-1292
15794,-1292
15794,-1292
15794,-1292
15794,-1292
15794,-1292
15794,-1292
15794,-1292
15794,-1292
15830,-1292
15830,-1292
15830,-1292
15830,-1292
15830,-1292
15830,-1292
15830,-1292
15830,-1292
15830,-1292
15830,-1292
15845,75
15867,-1292
15867,-1292
15867,-1292
15867,-1292
15867,-1292
15867,-1292
15867,-1292
15867,-1292
15867,-1292
15919,75
15975,75
16088,-1292
16088,-1292
16113,75
16130,-1292
16130,-1292
16130,-1292
16130,-1292
16130,-1292
16130,-1292
16130,-1292
16130,-1292
16130,-1292
16130,-1292
16167,-1292
16167,-1292
16167,-1292
16167,-1292
16167,-1292
16167,-1292
16167,-1292
16167,-1292
16175,75
16167,-1292
16167,-534
16216,-1285
16216,-1292
16216,-1292
16216,-1292
16216,-1292
16216,-1292
16216,-1292
16216,-1292
16216,-1292
16216,-1292
16235,75
16251,-1292
16251,-1292
16251,-1292
16251,-1292
16251,-1292
16251,-1292
16251,-1292
16251,-1292
16251,-1292
16251,-1292
16309,-1292
16309,-1292
16309,-1292
16309,-1292
16314,75
16309,-1292
16309,-1292
16309,-997
16309,-1285
16309,-1292
16309,-1292
16358,-1292
16358,-1292
16358,-1292
16358,-1292
16358,-1292
16358,-1292
16358,-1292
16358,-1292
16358,-1292
16358,-1292
16479,-1292
16479,-1292
16479,-1292
16479,-1292
16479,-1292
16479,-1292
16479,-1292
16479,-1292
16496,75
16557,75
16624,-1292
16624,-1292
16624,-1292
16624,-1292
16624,-1292
16624,-1292
16624,-1292
16624,-1292
16624,-1292
16624,-1292
16636,75
16660,-1292
16660,-1292
16660,-1292
16660,-1292
16660,-1292
16660,-1292
16660,-1292
16660,-1292
16660,-1292
16660,-1292
16762,75
16820,75
16881,80
17028,75
17095,75
17153,75
17166,-1292
17215,-1292
17215,-1292
17215,-1292
17215,-1292
17215,-1292
17215,-1292
17215,-1292
17215,-1292
17215,-1292
17215,-1292
17245,-1292
17245,-1292
17245,-1292
17245,-1292
17245,-1292
17245,-1292
17245,-1292
17245,-1292
17245,-1292
17245,-1292
17277,-1292
17277,-1292
17277,-1292
17277,-1292
17284,75
17277,-1292
17277,-1292
17277,-1292
17277,-1292
17277,-1292
17277,-1292
17325,-1292
17344,75
17357,-1292
17357,-1292
17357,-1292
17357,-1292
17357,-1292
17357,-1292
17357,-1292
17357,-1292
17357,-1292
17357,-1292
17413,75
17419,-1292
17419,-1292
17419,-1292
17419,-1292
17419,-1292
17419,-1292
17419,-1292
17419,-1292
17419,-1292
17419,-1292
17452,-1292
17452,-1292
17452,-1292
17452,-1292
17452,-1292
17452,-1292
17452,-1292
17452,-1292
17452,-1292
17452,-1292
17481,-1292
17481,-1292
17481,-1292
17481,-1292
17481,-1292
17481,-1292
17481,-1292
17481,-1292
17481,-1292
17481,-1292
17512,-1292
17512,-1292
17512,-1292
17512,-1292
17512,-1292
17512,-1292
17512,-1292
17512,-1292
17540,75
17597,75
17655,75
17776,75
17852,75
18080,-1292
18080,-1292
18080,-1292
18080,-1292
18080,-1292
18080,-1292
18080,-1292
18080,-1292
18080,-1292
18080,-1292
18198,-1292
18198,-1292
18198,-1292
18198,-1292
18198,-1292
18198,-1292
18198,-1292
18198,-1292
18198,-1292
18198,-1292
