session,480_151
rel_ts_us,len
0,66
716,-66
755,54
1069,1867
1759,-60
2249,-1494
2249,-1494
2249,-1494
2268,54
4443,-598
4456,54
5871,118
6009,1218
6578,-60
6662,-233
16522,54
49757,-60
228026,-475
228553,-1494
228553,-1494
228580,54
228594,-1494
228594,-1494
228594,-1494
228594,-1494
228594,-393
228611,54
229554,-1494
229554,-1494
229554,-1494
229554,-1494
229554,-1494
229554,-1494
229554,-1494
229554,-1494
229554,-1494
229554,-1494
229554,-1494
229554,-620
229595,54
229666,-1494
229666,-1494
229666,-1494
229666,-1494
229666,-1494
229666,-1494
229666,-1494
229666,-1494
229666,-1494
229666,-1494
229666,-1494
229666,-1494
229666,-1494
229666,-1494
229666,-1494
229666,-1494
229666,-1494
229666,-1494
229666,-1085
229733,54
230193,-1494
230193,-1494
230193,-1494
230193,-1494
230193,-1494
230193,-1494
230193,-1494
230217,54
230277,-1494
230277,-1494
230277,-1494
230277,-1494
230277,-1494
230292,54
230307,-1494
230307,-1494
230307,-1494
230307,-1494
230307,-1494
230307,-1494
230307,-1494
230307,-1494
230307,-1494
230307,-1494
230307,-406
230338,54
230425,-1494
230425,-1494
230425,-1494
230425,-1494
230425,-1494
230425,-1494
230425,-1494
230425,-1494
230425,-349
230448,54
230604,-1494
230604,-1494
230604,-1494
230604,-1494
230604,-1494
230604,-1494
230604,-1494
230604,-1494
230604,-1494
230604,-1494
230604,-1494
230604,-620
230639,54
230653,-1494
230653,-152
230661,54
231121,-1494
231121,-1494
231121,-1494
231121,-1494
231121,-1494
231121,-1494
231121,-1494
231121,-1494
231180,54
231203,-1494
231203,-1494
231203,-1494
231203,-132
231219,54
231256,-1494
231256,-1494
231256,-1494
231256,-1494
231256,-1494
231256,-1494
231256,-1494
231256,-1494
231256,-1494
231256,-1494
231256,-1494
231256,-620
231280,54
231344,-1494
231344,-1494
231344,-1494
231344,-1494
231344,-1494
231344,-1494
231344,-1494
231344,-1494
231344,-1494
231344,-1494
231344,-1494
231344,-1494
231344,-1494
231344,-1494
231344,-1494
231344,-1494
231344,-1494
231344,-1494
231344,-1494
231344,-1494
231344,-1494
231344,-1494
231344,-1186
231417,54
231435,-1494
231435,-1494
231435,-1494
231435,-1494
231435,-1494
231435,-1494
231435,-1494
231435,-1494
231435,-1494
231435,-1494
231435,-492
231461,54
